customer_id,suspicious_activity
SYNCID0000001941,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000001942,High Frequency Transactions: transaction_count > 224.00
SYNCID0000001948,High Frequency Transactions: transaction_count > 224.00
SYNCID0000001958,High Frequency Transactions: transaction_count > 224.00
SYNCID0000001961,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000001978,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002002,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002014,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002024,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000002029,High Value Transactions: total_amount > 739379.64 CAD | High-Risk Industry + Large Volume: industry_code in high_risk_industries & total_amount > 739379.64
SYNCID0000002049,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002050,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002056,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002060,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002072,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002077,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002078,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002081,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002084,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002093,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002107,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002110,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002113,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002118,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002127,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002129,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002132,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000002140,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002142,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002153,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002155,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002160,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002165,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002167,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002168,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002169,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002171,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000002175,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000002184,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002187,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002195,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002197,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002198,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002207,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002219,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002239,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002241,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002257,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002271,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002317,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002323,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002325,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002329,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002331,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002336,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002341,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002342,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000002343,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002345,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002368,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002371,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002379,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002381,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002388,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000002396,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002403,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002407,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002421,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002426,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002427,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002431,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002433,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002435,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002438,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002449,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002454,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000002475,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002535,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002540,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002543,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002555,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002569,High Frequency Transactions: transaction_count > 224.00
SYNCID0000002570,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002577,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002578,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000002586,High Frequency Transactions: transaction_count > 224.00
